Fecha,Litros,Precio
2025-02-18,60.38,0.39
2025-02-19,60.16,0.39
2025-02-20,61.35,0.39
2025-02-21,59.2,0.39
2025-02-22,61.76,0.39
2025-02-23,58.96,0.39
2025-02-24,59.97,0.39
2025-02-25,59.4,0.39
2025-02-26,59.8,0.39
2025-02-27,61.1,0.39
2025-02-28,61.43,0.39
2025-03-01,59.45,0.39
2025-03-02,61.87,0.39
2025-03-03,60.69,0.39
2025-03-04,60.48,0.39
2025-03-05,58.05,0.39
2025-03-06,58.14,0.39
2025-03-07,61.11,0.39
2025-03-08,59.6,0.39
2025-03-09,60.79,0.39
2025-03-10,61.78,0.39
2025-03-11,61.18,0.39
2025-03-12,61.93,0.39
2025-03-13,58.68,0.39
2025-03-14,58.72,0.39
2025-03-15,59.73,0.39
2025-03-16,61.87,0.39
2025-03-17,61.49,0.39
2025-03-18,59.42,0.39
2025-03-19,58.35,0.39
2025-03-20,60.85,0.39
2025-03-21,61.77,0.39
2025-03-22,61.03,0.39
2025-03-23,58.21,0.39
2025-03-24,61.94,0.39
2025-03-25,59.25,0.39
2025-03-26,60.57,0.39
2025-03-27,61.28,0.39
2025-03-28,59.53,0.39
2025-03-29,61.55,0.39
2025-03-30,61.68,0.39
2025-03-31,60.94,0.39
2025-04-01,58.45,0.39
2025-04-02,61.67,0.39
2025-04-03,59.81,0.39
2025-04-04,58.83,0.39
2025-04-05,61.56,0.39
2025-04-06,59.9,0.39
2025-04-07,60.83,0.39
2025-04-08,58.37,0.39
2025-04-09,58.08,0.39
2025-04-10,60.92,0.39
2025-04-11,58.27,0.39
2025-04-12,58.89,0.39
2025-04-13,59.2,0.39
2025-04-14,60.44,0.39
2025-04-15,58.87,0.39
2025-04-16,60.47,0.39
2025-04-17,58.8,0.39
2025-04-18,60.74,0.39
2025-04-19,61.9,0.39
2025-04-20,61.08,0.39
2025-04-21,61.21,0.39
2025-04-22,61.95,0.39
2025-04-23,61.11,0.39
2025-04-24,58.79,0.39
2025-04-25,61.03,0.39
2025-04-26,61.75,0.39
2025-04-27,59.48,0.39
2025-04-28,60.8,0.39
2025-04-29,58.82,0.39
2025-04-30,58.44,0.39
2025-05-01,59.76,0.39
2025-05-02,61.06,0.39
2025-05-03,59.07,0.39
2025-05-04,60.35,0.39
2025-05-05,60.63,0.39
2025-05-06,58.1,0.39
2025-05-07,58.35,0.39
2025-05-08,60.53,0.39
2025-05-09,58.1,0.39
2025-05-10,61.46,0.39
2025-05-11,61.06,0.39
2025-05-12,61.99,0.39
2025-05-13,59.26,0.39
2025-05-14,61.16,0.39
2025-05-15,61.25,0.39
2025-05-16,61.65,0.39
2025-05-17,61.06,0.39
2025-05-18,59.09,0.39
2025-05-19,61.83,0.39
2025-05-20,60.08,0.39
2025-05-21,58.92,0.39
2025-05-22,61.92,0.39
2025-05-23,60.59,0.39
2025-05-24,58.64,0.39
2025-05-25,58.65,0.39
2025-05-26,61.36,0.39
2025-05-27,58.83,0.39
2025-05-28,61.89,0.39
2025-05-29,60.65,0.39
2025-05-30,58.11,0.39
2025-05-31,59.0,0.39
2025-06-01,81.86,0.42
2025-06-02,80.64,0.42
2025-06-03,80.1,0.42
2025-06-04,81.69,0.42
2025-06-05,81.65,0.42
2025-06-06,79.52,0.42
2025-06-07,78.47,0.42
2025-06-08,78.53,0.42
2025-06-09,80.08,0.42
2025-06-10,78.87,0.42
2025-06-11,81.34,0.42
2025-06-12,78.74,0.42
2025-06-13,81.84,0.42
2025-06-14,81.24,0.42
2025-06-15,81.21,0.42
2025-06-16,80.5,0.42
2025-06-17,80.74,0.42
2025-06-18,81.26,0.42
2025-06-19,80.15,0.42
2025-06-20,81.83,0.42
2025-06-21,80.45,0.42
2025-06-22,80.89,0.42
2025-06-23,79.86,0.42
2025-06-24,78.84,0.42
2025-06-25,81.62,0.42
2025-06-26,79.48,0.42
2025-06-27,79.91,0.42
2025-06-28,81.53,0.42
2025-06-29,80.08,0.42
2025-06-30,81.87,0.42
2025-07-01,81.54,0.42
2025-07-02,80.7,0.42
2025-07-03,78.96,0.42
2025-07-04,79.12,0.42
2025-07-05,80.07,0.42
2025-07-06,78.36,0.42
2025-07-07,78.08,0.42
2025-07-08,78.62,0.42
2025-07-09,80.13,0.42
2025-07-10,80.78,0.42
2025-07-11,78.84,0.42
2025-07-12,80.59,0.42
2025-07-13,80.45,0.42
2025-07-14,80.16,0.42
2025-07-15,78.44,0.42
2025-07-16,81.07,0.42
2025-07-17,80.94,0.42
2025-07-18,79.48,0.42
2025-07-19,81.11,0.42
2025-07-20,79.73,0.42
2025-07-21,79.84,0.42
2025-07-22,78.42,0.42
2025-07-23,78.22,0.42
2025-07-24,78.84,0.42
2025-07-25,79.11,0.42
2025-07-26,81.06,0.42
2025-07-27,80.69,0.42
2025-07-28,78.8,0.42
2025-07-29,78.15,0.42
2025-07-30,80.92,0.42
2025-07-31,79.5,0.42
2025-08-01,78.81,0.42
2025-08-02,78.12,0.42
2025-08-03,81.15,0.42
2025-08-04,78.47,0.42
2025-08-05,78.03,0.42
2025-08-06,79.21,0.42
2025-08-07,79.56,0.42
2025-08-08,78.2,0.42
2025-08-09,78.22,0.42
2025-08-10,79.68,0.42
2025-08-11,78.66,0.42
2025-08-12,79.76,0.42
2025-08-13,80.62,0.42
2025-08-14,80.33,0.42
2025-08-15,79.79,0.42
2025-08-16,80.41,0.42
2025-08-17,79.12,0.42
2025-08-18,80.97,0.42
2025-08-19,80.91,0.42
2025-08-20,81.84,0.42
2025-08-21,79.04,0.42
2025-08-22,81.56,0.42
2025-08-23,78.56,0.42
2025-08-24,79.77,0.42
2025-08-25,79.88,0.42
2025-08-26,81.72,0.42
2025-08-27,78.98,0.42
2025-08-28,80.02,0.42
2025-08-29,81.87,0.42
2025-08-30,81.28,0.42
2025-08-31,81.12,0.42
2025-09-01,79.24,0.42
2025-09-02,79.0,0.42
2025-09-03,78.85,0.42
2025-09-04,80.67,0.42
2025-09-05,78.25,0.42
2025-09-06,79.17,0.42
2025-09-07,78.03,0.42
2025-09-08,78.55,0.42
2025-09-09,78.75,0.42
2025-09-10,78.02,0.42
2025-09-11,81.35,0.42
2025-09-12,80.77,0.42
2025-09-13,79.49,0.42
2025-09-14,80.52,0.42
2025-09-15,79.1,0.42
2025-09-16,81.11,0.42
2025-09-17,81.68,0.42
2025-09-18,78.55,0.42
2025-09-19,79.65,0.42
2025-09-20,80.9,0.42
2025-09-21,80.11,0.42
2025-09-22,79.42,0.42
2025-09-23,80.91,0.42
2025-09-24,81.65,0.42
2025-09-25,79.05,0.42
2025-09-26,80.24,0.42
2025-09-27,81.21,0.42
2025-09-28,78.45,0.42
2025-09-29,82.0,0.42
2025-09-30,78.71,0.42
2025-10-01,80.77,0.42
2025-10-02,81.72,0.42
2025-10-03,81.99,0.42
2025-10-04,81.78,0.42
2025-10-05,79.87,0.42
2025-10-06,79.03,0.42
2025-10-07,81.67,0.42
2025-10-08,79.36,0.42
2025-10-09,79.94,0.42
2025-10-10,78.68,0.42
2025-10-11,81.82,0.42
2025-10-12,80.82,0.42
2025-10-13,81.38,0.42
2025-10-14,78.5,0.42
2025-10-15,79.82,0.42
2025-10-16,81.36,0.42
2025-10-17,81.37,0.42
2025-10-18,79.73,0.42
2025-10-19,79.37,0.42
2025-10-20,78.83,0.42
2025-10-21,78.45,0.42
2025-10-22,80.16,0.42
2025-10-23,80.24,0.42
2025-10-24,80.6,0.42
2025-10-25,80.98,0.42
2025-10-26,79.74,0.42
2025-10-27,79.94,0.42
2025-10-28,79.17,0.42
2025-10-29,80.14,0.42
2025-10-30,79.45,0.42
2025-10-31,79.77,0.42
2025-11-01,69.45,0.41
2025-11-02,71.35,0.41
2025-11-03,68.7,0.41
2025-11-04,69.41,0.41
2025-11-05,70.96,0.41
2025-11-06,69.43,0.41
2025-11-07,69.25,0.41
2025-11-08,70.64,0.41
2025-11-09,71.38,0.41
2025-11-10,70.69,0.41
2025-11-11,69.6,0.41
2025-11-12,71.41,0.41
2025-11-13,69.18,0.41
2025-11-14,68.86,0.41
2025-11-15,71.1,0.41
2025-11-16,68.32,0.41
2025-11-17,68.27,0.41
2025-11-18,71.55,0.41
2025-11-19,69.44,0.41
2025-11-20,71.46,0.41
2025-11-21,71.9,0.41
2025-11-22,71.82,0.41
2025-11-23,70.72,0.41
2025-11-24,70.51,0.41
2025-11-25,70.71,0.41
2025-11-26,71.27,0.41
2025-11-27,71.2,0.41
2025-11-28,70.18,0.41
2025-11-29,68.3,0.41
2025-11-30,68.33,0.41
2025-12-01,69.78,0.41
2025-12-02,71.77,0.41
2025-12-03,71.8,0.41
2025-12-04,70.8,0.41
2025-12-05,69.13,0.41
2025-12-06,71.76,0.41
2025-12-07,68.87,0.41
2025-12-08,70.61,0.41
2025-12-09,68.74,0.41
2025-12-10,71.73,0.41
2025-12-11,69.3,0.41
2025-12-12,69.02,0.41
2025-12-13,70.69,0.41
2025-12-14,68.99,0.41
2025-12-15,69.46,0.41
2025-12-16,71.91,0.41
2025-12-17,69.14,0.41
2025-12-18,69.64,0.41
2025-12-19,69.85,0.41
2025-12-20,70.76,0.41
2025-12-21,68.65,0.41
2025-12-22,71.35,0.41
2025-12-23,71.15,0.41
2025-12-24,70.06,0.41
2025-12-25,69.63,0.41
2025-12-26,69.97,0.41
2025-12-27,68.55,0.41
2025-12-28,71.41,0.41
2025-12-29,70.01,0.41
2025-12-30,69.41,0.41
2025-12-31,69.81,0.41
